Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
10,21:32:47.979619,21:32:48.715462,1,1.0
10,21:32:47.979619,21:32:48.913687,1,1.0
10,21:32:47.979619,21:32:49.091592,1,1.0
10,21:32:47.979619,21:32:49.288506,1,1.0
10,21:32:47.979619,21:32:49.449731,1,1.0
10,21:32:47.979619,21:32:49.713319,-1,1.0
10,21:32:47.979619,21:32:49.981385,-1,1.0
10,21:32:47.979619,21:32:50.174316,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
11,21:32:50.209583,21:32:50.706112,-1,1.0
11,21:32:50.209583,21:32:50.918498,-1,1.0
11,21:32:50.209583,21:32:51.106110,-1,1.0
11,21:32:50.209583,21:32:51.283297,-1,1.0
11,21:32:50.209583,21:32:51.481090,-1,1.0
11,21:32:50.209583,21:32:51.659015,-1,1.0
11,21:32:50.209583,21:32:51.851264,1,1.0
11,21:32:50.209583,21:32:52.021449,1,1.0
11,21:32:50.209583,21:32:52.184416,1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
12,21:32:52.212109,21:32:52.861743,1,1.0
12,21:32:52.212109,21:32:53.196104,1,1.0
12,21:32:52.212109,21:32:53.489628,1,1.0
12,21:32:52.212109,21:32:53.973333,-1,1.0
12,21:32:52.212109,21:32:54.187301,-1,1.0
12,21:32:52.212109,21:32:54.519049,-1,1.0
12,21:32:52.212109,21:32:54.808440,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
13,21:32:55.169569,21:32:55.442141,-1,1.0
13,21:32:55.169569,21:32:55.816834,-1,1.0
13,21:32:55.169569,21:32:56.087733,-1,1.0
13,21:32:55.169569,21:32:56.305616,1,1.0
13,21:32:55.169569,21:32:56.587860,1,1.0
13,21:32:55.169569,21:32:56.830601,1,1.0
13,21:32:55.169569,21:32:57.024953,1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
14,21:32:57.047766,21:32:57.575188,1,1.0
14,21:32:57.047766,21:32:57.952751,1,1.0
14,21:32:57.047766,21:32:58.266175,1,1.0
14,21:32:57.047766,21:32:58.509135,-1,1.0
14,21:32:57.047766,21:32:58.799101,-1,1.0
14,21:32:57.047766,21:32:59.117799,-1,1.0
14,21:32:57.047766,21:32:59.329983,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
15,21:32:59.366144,21:32:59.875429,1,1.0
15,21:32:59.366144,21:33:00.440410,-1,1.0
15,21:32:59.366144,21:33:00.988945,1,1.0
15,21:32:59.366144,21:33:01.383026,-1,1.0
15,21:32:59.366144,21:33:01.721819,1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
16,21:33:02.078657,21:33:02.606254,1,1.0
16,21:33:02.078657,21:33:02.986492,1,1.0
16,21:33:02.078657,21:33:03.372858,-1,1.0
16,21:33:02.078657,21:33:03.698671,-1,1.0
16,21:33:02.078657,21:33:04.009417,-1,1.0
16,21:33:02.078657,21:33:04.306281,1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
17,21:33:04.332026,21:33:05.633133,-1,1.0
17,21:33:04.332026,21:33:06.077121,1,1.0
17,21:33:04.332026,21:33:06.409176,1,1.0
17,21:33:04.332026,21:33:06.685108,-1,1.0
17,21:33:04.332026,21:33:06.937896,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
18,21:33:07.308009,21:33:08.028739,1,1.0
18,21:33:07.308009,21:33:08.404176,1,1.0
18,21:33:07.308009,21:33:08.729778,1,1.0
18,21:33:07.308009,21:33:09.112036,1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
19,21:33:09.472966,21:33:10.290644,1,1.0
19,21:33:09.472966,21:33:10.628710,1,1.0
19,21:33:09.472966,21:33:10.944309,1,1.0
19,21:33:09.472966,21:33:11.156134,-1,1.0
19,21:33:09.472966,21:33:11.480446,-1,1.0
19,21:33:09.472966,21:33:11.777333,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
20,21:33:11.805375,21:33:12.533286,1,1.0
20,21:33:11.805375,21:33:12.847092,1,1.0
20,21:33:11.805375,21:33:13.161562,-1,1.0
20,21:33:11.805375,21:33:13.384107,-1,1.0
20,21:33:11.805375,21:33:13.690735,-1,1.0
20,21:33:11.805375,21:33:13.975042,-1,1.0
20,21:33:11.805375,21:33:14.253159,1,1.0
